"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Max_Turbo_Frequency","Cache","Bus_Speed","TDP","Embedded_Options_Available","Conflict_Free","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth","ECC_Memory_Supported","Graphics_Base_Frequency","Graphics_Max_Dynamic_Frequency","Graphics_Video_Max_Memory","Graphics_Output","Max_Resolution_HDMI","Max_Resolution_DP","Max_Resolution_eDP_Integrated_Flat_Panel","DirectX_Support","PCI_Express_Revision","PCI_Express_Configurations_","Max_nb_of_PCI_Express_Lanes","T","Intel_Hyper_Threading_Technology_","Intel_Virtualization_Technology_VTx_","Intel_64_","Instruction_Set","Instruction_Set_Extensions","Idle_States","Thermal_Monitoring_Technologies","Secure_Key","Execute_Disable_Bit"
"7th Generation Intel® Core™ m Processors","Mobile","M3-7Y30","Launched",2016,14,281,2,4,1,2.6,4,4,4.5,FALSE,TRUE,16,"LPDDR3-1866, DDR3L-1600",2,29.8,FALSE,300,900,16,"eDP/DP/HDMI/DVI","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",10,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Mobile","i3-7100H","Launched",2017,14,225,2,4,3,3.3,3,4,35,FALSE,TRUE,64,NA,2,34.1,FALSE,350,950,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Mobile","i3-7100U","Launched",2016,14,281,2,4,2.4,3.3,3,4,15,TRUE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1000,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Mobile","i3-7167U","Launched",2017,14,303,2,4,2.8,3.3,3,4,28,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1000,32,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7100","Launched",2017,14,117,2,4,3.9,3.3,3,4,51,FALSE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1100,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Embedded","i3-7100E","Launched",2017,14,225,2,4,2.9,3.3,3,4,35,TRUE,TRUE,64,"DDR4-2400",2,34.1,TRUE,350,950,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x16,2x8,1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7100T","Launched",2017,14,117,2,4,3.4,3.3,3,4,35,FALSE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1100,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,92,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7101TE","Launched",2017,14,117,2,4,3.4,3.3,3,4,35,TRUE,TRUE,64,"DDR3L-1600, DDR4-2400",2,34.1,TRUE,350,1100,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x16,2x8,1x8+2x4",16,88,TRUE,"Yes",TRUE,"64-bit","AVX, SSE4.1, SSE4.2",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7101E","Launched",2017,14,117,2,4,3.9,3.3,3,4,54,TRUE,TRUE,64,"DDR3L-1600, DDR4-2400",2,34.1,TRUE,350,1100,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x16,2x8,1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","AVX, SSE4.1, SSE4.2",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Embedded","i3-7102E","Launched",2017,14,225,2,4,2.1,3.3,3,4,25,TRUE,TRUE,64,"DDR4-2400",2,34.1,TRUE,350,950,64,"eDP/DP/HDMI/DVI","4096x2304@30Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x16,2x8,1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Mobile","i3-7130U","Launched",2017,14,303,2,4,2.7,3.3,3,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1000,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7300T","Launched",2017,14,142.5,2,4,3.5,3.3,4,4,35,FALSE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1100,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,92,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7300","Launched",2017,14,142.5,2,4,4,3.3,4,4,51,FALSE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1150,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7320","Launched",2017,14,153,2,4,4.1,3.3,4,4,51,FALSE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1150,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ i3 Processors","Desktop","i3-7350K","Launched",2017,14,173.5,2,4,4.2,3.3,4,4,60,FALSE,TRUE,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6,FALSE,350,1150,64,NA,"4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"7th Generation Intel® Core™ m Processors","Mobile","M3-7Y32","Launched",2017,14,281,2,4,1.1,3,4,4,4.5,FALSE,TRUE,16,"LPDDR3-1866, DDR3L-1600",2,29.8,FALSE,300,900,16,"eDP/DP/HDMI/DVI","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",10,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6500U","Launched",2015,14,393,2,4,2.5,3.1,4,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1050,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6560U","Announced",2015,14,303,2,4,2.2,3.2,4,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1050,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6567U","Announced",2015,14,303,2,4,3.3,3.6,4,4,28,FALSE,TRUE,32,"DDR4-2133, LPDDR3 - 1866, DDR3L-1600",2,34.1,FALSE,300,1100,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6600U","Launched",2015,14,393,2,4,2.6,3.4,4,4,15,TRUE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1050,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6650U","Launched",2015,14,415,2,4,2.2,3.4,4,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1050,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6660U","Launched",2016,14,415,2,4,2.4,3.4,4,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1050,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6700HQ","Launched",2015,14,378,4,8,2.6,3.5,6,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1050,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6770HQ","Launched",2016,14,434,4,8,2.6,3.5,6,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,950,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Desktop","i7-6700","Launched",2015,14,307.5,4,8,3.4,4,8,4,65,TRUE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,1150,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,71,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Embedded","i7-6700TE","Launched",2015,14,303,4,8,2.4,3.4,8,4,35,TRUE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,1000,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,83,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Desktop","i7-6700T","Launched",2015,14,303,4,8,2.8,3.6,8,4,35,FALSE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,1100,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,66,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Desktop","i7-6700K","Launched",2015,14,344.5,4,8,4,4.2,8,4,91,FALSE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,1150,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,64,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Desktop","i7-6785R","End of Life",2016,14,303,4,8,3.3,3.9,8,4,65,FALSE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,1150,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x16,2x8,1x8+2x4",16,71,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Embedded","i7-6820EQ","Launched",2015,14,378,4,8,2.8,3.5,8,4,45,TRUE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1000,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6820HK","Launched",2015,14,378,4,8,2.7,3.6,8,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1050,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6820HQ","Launched",2015,14,378,4,8,2.7,3.6,8,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1050,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Embedded","i7-6822EQ","Launched",2015,14,378,4,8,2,2.8,8,4,25,TRUE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1000,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6870HQ","Launched",2016,14,434,4,8,2.7,3.6,8,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1000,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6920HQ","Launched",2015,14,568,4,8,2.9,3.8,8,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1050,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz",NA,TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i7 Processors","Mobile","i7-6970HQ","Launched",2016,14,623,4,8,2.8,3.7,8,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1050,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6260U","Launched",2015,14,304,2,4,1.8,2.9,4,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,950,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6200U","Launched",2015,14,281,2,4,2.3,2.8,3,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1000,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6300U","Launched",2015,14,281,2,4,2.4,3,3,4,15,TRUE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1000,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6300HQ","Launched",2015,14,250,4,4,2.3,3.2,6,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,950,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6350HQ","Launched",2016,14,306,4,4,2.3,3.2,6,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,900,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6360U","Launched",2015,14,304,2,4,2,3.1,4,4,15,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1000,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Embedded","i5-6442EQ","Launched",2015,14,250,4,4,1.9,2.7,6,4,25,TRUE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1000,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6440HQ","Launched",2015,14,250,4,4,2.6,3.5,6,4,45,FALSE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,950,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Embedded","i5-6440EQ","Launched",2015,14,250,4,4,2.7,3.4,6,4,45,TRUE,TRUE,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,350,1000,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,100,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Desktop","i5-6400T","Launched",2015,14,182,4,4,2.2,2.8,6,4,35,FALSE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,950,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,66,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Desktop","i5-6400","Launched",2015,14,184.5,4,4,2.7,3.3,6,4,65,FALSE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,950,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,71,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Desktop","i5-6402P","Launched",2015,14,184.5,4,4,2.8,3.4,6,4,65,FALSE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,950,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,71,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Embedded","i5-6500TE","Launched",2015,14,192,4,4,2.3,3.3,6,4,35,TRUE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,1000,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,83,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Desktop","i5-6500T","Launched",2015,14,192,4,4,2.5,3.1,6,4,35,FALSE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,1100,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,66,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Desktop","i5-6500","Launched",2015,14,197,4,4,3.2,3.6,6,4,65,TRUE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,FALSE,350,1050,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,71,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
